chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
chr12	28812881	28812882	Aluexon:4954	chr16:30891006:30891007:-	-	23	7.91	7	7	5
chr12	29040561	29040562	Aluexon:1394	chr16:31104185:31104186:-	-	214	-2.75	7	6	7
chr12	29062312	29062313	Aluexon:1388	chr16:31135109:31135110:+	+	276	-1.55	7	6	7
chr12	3067391	3067392	Aluexon:6561	chr16:3084897:3084898:+	+	183	4.20	7	7	5
chr12	3069931	3069932	Aluexon:1299	chr16:3087281:3087282:+	+	19	-14.83	5	5	5
chr12	3070279	3070280	Aluexon:1300	chr16:3087629:3087630:+	+	42	7.33	11	11	5
chr12	30898899	30898900	Aluexon:4009	chr10:43654873:43654874:+	+	134	-4.82	20	20	10
chr12	3093474	3093475	Aluexon:1303	chr16:3102099:3102100:-	-	29	5.72	6	6	6
chr12	3094692	3094693	Aluexon:4933	chr16:3103327:3103328:-	-	24	8.01	NA	7	NA
chr12	31476166	31476167	Aluexon:407	chr10:44109922:44109923:+	+	99	6.94	8	5	8
chr12	31501375	31501376	Aluexon:406	chr10:44142558:44142559:+	+	49	4.45	7	5	7
chr12	3153606	3153607	Aluexon:1306	chr16:3160955:3160956:-	-	16	9.84	12	12	5
chr12	3186697	3186698	Aluexon:1310	chr16:3181601:3181602:-	-	21	3.44	20	14	20
chr12	3201892	3201893	Aluexon:1311	chr16:3190253:3190254:+	+	17	-1.03	11	11	6
chr12	33252374	33252375	Aluexon:405	chr10:46048652:46048653:-	-	9	6.95	8	8	6
chr12	33728958	33728959	Aluexon:414	chr10:51588204:51588205:-	-	35	-6.82	8	8	4
chr12	33733720	33733721	Aluexon:5685	chr10:51593461:51593462:-	-	170	8.46	20	20	6
chr12	33736749	33736750	Aluexon:4749	chr10:51601146:51601147:-	-	212	-13.36	10	10	7
chr12	33757950	33757951	Aluexon:415	chr10:51622174:51622175:-	-	32	-2.94	6	6	5
chr12	33777595	33777596	Aluexon:412	chr10:51125639:51125640:-	+	253	-6.41	10	10	7
chr12	37003523	37003524	Aluexon:4754	chr10:88661723:88661724:+	-	104	-24.56	5	4	5
chr12	4086247	4086248	Aluexon:4936	chr16:4081788:4081789:-	-	103	-26.45	6	6	5
chr12	415855	415856	Aluexon:1288	chr16:456683:456684:+	+	180	-3.03	7	7	7
chr12	4382374	4382375	Aluexon:1322	chr16:4381775:4381776:-	-	183	5.98	8	4	8
chr12	43990808	43990809	Aluexon:5276	chr10:82167583:82167584:+	-	209	-11.37	10	10	9
chr12	44058673	44058674	Aluexon:439	chr10:82114239:82114240:-	+	25	4.64	NA	16	NA
chr12	44994985	44994986	Aluexon:6379	chr10:80761993:80761994:-	+	59	3.49	5	3	5
chr12	4532276	4532277	Aluexon:1329	chr16:4521450:4521451:-	-	190	6.11	7	7	6
chr12	4562356	4562357	Aluexon:1327	chr16:4546145:4546146:+	+	27	7.84	8	8	5
chr12	45744936	45744937	Aluexon:5275	chr10:80039154:80039155:+	-	179	6.18	10	6	10
chr12	4805598	4805599	Aluexon:1316	chr16:4765273:4765274:-	-	15	6.30	6	5	6
chr12	4811299	4811300	Aluexon:1314	chr16:4767548:4767549:-	-	23	-26.07	6	6	6
chr12	4811305	4811306	Aluexon:1315	chr16:4767554:4767555:-	-	17	-3.67	6	6	6
chr12	48729345	48729346	Aluexon:5274	chr10:77058708:77058709:+	-	17	1.68	11	11	5
chr12	49562112	49562113	Aluexon:431	chr10:76285431:76285432:+	-	31	-14.42	6	6	5
chr12	49988434	49988435	Aluexon:436	chr10:75898689:75898690:-	+	27	9.20	6	5	6
chr12	50461056	50461057	Aluexon:434	chr10:75366137:75366138:-	+	84	-31.58	7	2	7
chr12	50573352	50573353	Aluexon:435	chr10:75259351:75259352:+	-	2	4.53	13	7	13
chr12	50593418	50593419	Aluexon:5688	chr10:75239726:75239727:-	+	34	3.05	9	4	9
chr12	50855694	50855695	Aluexon:448	chr10:74993117:74993118:+	-	24	9.77	8	8	6
chr12	50996499	50996500	Aluexon:5686	chr10:74837571:74837572:-	+	201	7.43	12	12	7
chr12	51028850	51028851	Aluexon:429	chr10:74807715:74807716:-	+	116	-17.24	6	5	6
chr12	51220995	51220996	Aluexon:425	chr10:74621435:74621436:+	-	252	-2.23	10	10	4
chr12	51340697	51340698	Aluexon:426	chr10:74520307:74520308:+	-	16	9.08	12	6	12
chr12	51904857	51904858	Aluexon:5273	chr10:73982889:73982890:+	-	49	6.31	21	21	14
chr12	51915979	51915980	Aluexon:424	chr10:73971952:73971953:-	+	150	-25.20	9	6	9
chr12	52048403	52048404	Aluexon:423	chr10:73862725:73862726:-	+	24	-15.55	10	10	5
chr12	5207929	5207930	Aluexon:4643	chr8:12288211:12288212:-	-	11	-0.19	6	6	5
chr12	5220766	5220767	Aluexon:2870	chr3:125627403:125627404:-	+	24	-6.78	15	15	5
chr12	52265556	52265557	Aluexon:5272	chr10:73621145:73621146:+	-	6	-12.44	7	7	5
chr12	5245231	5245232	Aluexon:2868	chr3:125594009:125594010:-	+	17	6.54	12	12	4
chr12	5255695	5255696	Aluexon:2869	chr3:125580664:125580665:-	+	30	10.48	14	14	6
chr12	53944262	53944263	Aluexon:441	chr10:71927281:71927282:-	+	92	-0.16	19	19	9
chr12	53944960	53944961	Aluexon:440	chr10:71926578:71926579:-	+	201	8.00	9	8	9
chr12	55162229	55162230	Aluexon:4751	chr10:70749471:70749472:+	-	27	9.03	6	5	6
chr12	55183342	55183343	Aluexon:422	chr10:70730746:70730747:+	-	38	-6.07	10	5	10
chr12	55813865	55813866	Aluexon:421	chr10:70230369:70230370:-	+	23	10.88	8	7	8
chr12	56218549	56218550	Aluexon:6694	chr10:69830356:69830357:-	+	33	1.34	14	14	5
chr12	56474848	56474849	Aluexon:416	chr10:69587441:69587442:-	+	17	-5.87	11	11	5
chr1	26037268	26037269	Aluexon:984	chr13:111341191:111341192:-	-	92	-17.10	5	5	5
chr12	61005237	61005238	Aluexon:419	chr10:65121993:65121994:-	+	18	1.58	16	16	5
chr12	62317170	62317171	Aluexon:4748	chr10:63805225:63805226:+	-	19	8.87	12	12	5
chr1	26262342	26262343	Aluexon:982	chr13:111564118:111564119:-	-	33	2.25	7	7	5
chr12	74011491	74011492	Aluexon:452	chr10:89067817:89067818:-	+	32	2.32	5	4	5
chr12	74011564	74011565	Aluexon:454	chr10:89067746:89067747:-	+	103	-9.67	5	4	5
chr12	74073669	74073670	Aluexon:442	chr10:89251535:89251536:+	+	26	-3.65	5	5	5
chr12	74073693	74073694	Aluexon:453	chr10:89005969:89005970:-	+	50	9.81	5	5	5
chr12	74074033	74074034	Aluexon:6380	chr10:89005612:89005613:-	+	1	-0.57	11	11	3
chr12	74421111	74421112	Aluexon:443	chr10:89591854:89591855:+	+	23	4.19	19	19	2
chr12	75622513	75622514	Aluexon:445	chr10:90771954:90771955:+	+	32	4.02	9	9	5
chr12	76180242	76180243	Aluexon:6695	chr10:91294397:91294398:-	-	199	11.40	9	3	9
chr12	78809785	78809786	Aluexon:4758	chr10:93710613:93710614:+	+	24	0.55	10	10	6
chr12	78809867	78809868	Aluexon:446	chr10:93710688:93710689:+	+	99	-16.77	10	10	6
chr12	78809993	78809994	Aluexon:4011	chr10:93710811:93710812:+	+	222	-3.94	10	10	6
chr12	79477060	79477061	Aluexon:4759	chr10:94391946:94391947:+	+	17	3.01	17	17	6
chr12	80780592	80780593	Aluexon:457	chr10:95682801:95682802:+	+	20	-7.00	15	15	6
chr12	81479858	81479859	Aluexon:456	chr10:96329344:96329345:+	+	12	7.19	5	5	5
chr12	82424960	82424961	Aluexon:5691	chr10:97146876:97146877:-	-	22	6.53	11	11	5
chr12	82533723	82533724	Aluexon:5692	chr10:97253043:97253044:-	-	32	3.28	9	9	6
chr12	83721561	83721562	Aluexon:5693	chr10:98429368:98429369:-	-	177	-25.41	14	14	7
chr12	84183140	84183141	Aluexon:460	chr10:98862079:98862080:-	-	131	-12.16	9	9	5
chr12	84347139	84347140	Aluexon:461	chr10:99018511:99018512:-	-	25	2.19	7	7	7
chr12	84492656	84492657	Aluexon:474	chr10:99184650:99184651:-	-	192	2.85	8	5	8
chr12	84631347	84631348	Aluexon:459	chr10:99328194:99328195:+	+	24	-9.32	6	6	5
chr12	84744789	84744790	Aluexon:462	chr10:99432584:99432585:+	+	105	-25.37	10	8	10
chr12	84843004	84843005	Aluexon:468	chr10:99525962:99525963:+	+	86	0.15	4	3	4
chr12	85261951	85261952	Aluexon:463	chr10:99922639:99922640:+	+	169	-14.47	5	3	5
chr12	87448976	87448977	Aluexon:466	chr10:101950054:101950055:+	+	277	-5.58	7	7	6
chr12	87489044	87489045	Aluexon:467	chr10:101991001:101991002:+	+	28	-0.39	22	22	5
chr12	88298108	88298109	Aluexon:5278	chr10:102764717:102764718:+	+	97	-2.92	7	7	7
chr12	88311216	88311217	Aluexon:494	chr10:102777372:102777373:-	-	171	7.23	23	23	6
chr12	89491519	89491520	Aluexon:473	chr10:103921012:103921013:+	+	17	-5.62	10	10	4
chr12	89829886	89829887	Aluexon:561	chr10:104209434:104209435:+	+	36	-15.86	23	9	23
chr12	89830037	89830038	Aluexon:5279	chr10:104209572:104209573:+	+	174	-11.99	23	9	23
chr12	89850734	89850735	Aluexon:563	chr10:104229347:104229348:+	+	46	6.64	8	8	5
chr12	90217415	90217416	Aluexon:6206	chr10:104580972:104580973:+	+	5	7.36	6	4	6
chr12	90222874	90222875	Aluexon:6207	chr10:104586709:104586710:+	+	27	11.45	13	7	13
chr12	90574775	90574776	Aluexon:471	chr10:104929206:104929207:-	-	176	8.20	8	2	8
chr12	90650560	90650561	Aluexon:6521	chr10:105005642:105005643:+	+	299	-24.20	5	4	5
chr12	90754866	90754867	Aluexon:5695	chr10:105099378:105099379:-	-	188	3.63	26	26	16
chr12	90838390	90838391	Aluexon:4012	chr10:105176953:105176954:+	+	34	2.33	8	8	5
chr12	90994273	90994274	Aluexon:472	chr10:105327264:105327265:+	+	116	-15.65	7	7	5
chr12	91022066	91022067	Aluexon:480	chr10:105348696:105348697:-	-	21	-1.01	20	20	7
chr12	91040331	91040332	Aluexon:4767	chr10:105366154:105366155:+	+	173	0.06	19	3	19
chr12	91110557	91110558	Aluexon:5696	chr10:105433314:105433315:-	-	28	1.52	5	4	5
chr12	9158801	9158802	Aluexon:1319	chr16:8851050:8851051:+	+	0	0.63	14	14	5
chr12	9158908	9158909	Aluexon:1320	chr16:8851158:8851159:+	+	108	-9.66	15	15	5
chr12	9186709	9186710	Aluexon:1321	chr16:8874618:8874619:-	-	19	-6.64	12	12	5
chr12	982484	982485	Aluexon:4930	chr16:1014288:1014289:-	-	39	-11.00	5	5	3
chr12	98430401	98430402	Aluexon:477	chr10:112630196:112630197:-	-	208	4.10	8	8	4
chr12	98463050	98463051	Aluexon:478	chr10:112660880:112660881:-	-	167	3.98	9	9	5
chr1	30044542	30044543	Aluexon:6547	chr13:85136497:85136498:+	-	54	4.43	7	7	5
chr13	100024732	100024733	Aluexon:1836	chr18:59774819:59774820:-	-	25	-7.76	5	5	5
chr13	101359141	101359142	Aluexon:5066	chr18:61088267:61088268:-	-	32	0.58	7	7	5
chr13	101611803	101611804	Aluexon:5397	chr18:61372493:61372494:+	+	194	-8.52	7	7	6
chr13	102173493	102173494	Aluexon:6573	chr18:61916534:61916535:+	+	24	-0.37	5	5	5
chr13	112780744	112780745	Aluexon:1839	chr18:72907699:72907700:-	-	187	4.64	11	11	5
chr13	113740335	113740336	Aluexon:6574	chr18:73837664:73837665:+	+	179	6.53	9	9	6
chr13	11687217	11687218	Aluexon:3623	chr8:26369286:26369287:-	+	26	4.29	7	5	7
chr13	11830081	11830082	Aluexon:3622	chr8:26208113:26208114:+	-	186	6.48	9	3	9
chr13	14652019	14652020	Aluexon:3620	chr8:23400660:23400661:+	-	82	-32.18	4	4	4
chr13	14908434	14908435	Aluexon:3618	chr8:23113303:23113304:+	-	19	0.50	6	6	5
chr13	15217042	15217043	Aluexon:3652	chr8:22842431:22842432:-	+	26	2.79	18	18	5
chr13	15826681	15826682	Aluexon:4646	chr8:22248241:22248242:+	-	23	7.16	9	9	4
chr13	1600001	1600002	Aluexon:3590	chr8:1920829:1920830:-	-	26	1.21	5	5	5
chr13	16135689	16135690	Aluexon:3617	chr8:21963661:21963662:+	-	26	-4.06	6	6	5
chr13	16150289	16150290	Aluexon:3616	chr8:21951271:21951272:+	-	54	4.78	20	20	7
chr13	16211368	16211369	Aluexon:3619	chr8:21896319:21896320:+	-	28	7.20	5	4	5
chr13	18741898	18741899	Aluexon:4644	chr8:19445534:19445535:-	+	202	8.71	NA	NA	8
chr13	20949749	20949750	Aluexon:3611	chr8:17266845:17266846:-	+	149	-15.28	5	5	5
chr13	21099179	21099180	Aluexon:3613	chr8:17105817:17105818:+	-	47	-8.96	37	37	6
chr13	22632451	22632452	Aluexon:3614	chr8:15556540:15556541:+	-	194	-11.19	8	8	5
chr13	262338	262339	Aluexon:3589	chr8:420564:420565:+	+	211	-4.73	19	6	19
chr13	26621908	26621909	Aluexon:3609	chr8:8999791:8999792:+	+	172	5.47	6	5	6
chr13	28013679	28013680	Aluexon:3624	chr8:29939818:29939819:-	-	48	-15.40	5	2	5
chr13	28332413	28332414	Aluexon:3626	chr8:30240878:30240879:-	-	23	-9.03	9	9	4
chr13	285886	285887	Aluexon:3588	chr8:445161:445162:-	-	81	-17.58	7	7	7
chr13	28611782	28611783	Aluexon:4649	chr8:30512649:30512650:-	-	78	-8.97	12	12	4
chr13	28760638	28760639	Aluexon:3629	chr8:30632446:30632447:-	-	31	9.70	18	18	5
chr13	28873502	28873503	Aluexon:3628	chr8:30745268:30745269:-	-	49	-21.35	11	11	9
chr13	29100820	29100821	Aluexon:3632	chr8:30950561:30950562:+	+	83	-2.00	6	6	6
chr13	35303922	35303923	Aluexon:3638	chr8:37330728:37330729:-	-	200	7.60	7	7	5
chr13	35363704	35363705	Aluexon:3639	chr8:37388916:37388917:-	-	198	1.83	5	5	4
chr13	35439573	35439574	Aluexon:3637	chr8:37458245:37458246:-	-	37	9.10	12	4	12
chr13	35705695	35705696	Aluexon:3646	chr8:37703292:37703293:-	-	40	4.06	5	3	5
chr13	36070496	36070497	Aluexon:3644	chr8:38122591:38122592:-	-	210	2.13	18	18	6
chr13	36793580	36793581	Aluexon:4652	chr8:38809264:38809265:+	+	30	-6.92	NA	8	NA
chr13	36944176	36944177	Aluexon:4653	chr8:38949189:38949190:+	+	183	3.21	7	7	5
chr13	37738519	37738520	Aluexon:5614	chr8:39842468:39842469:+	+	0	-3.86	5	3	5
chr13	39291070	39291071	Aluexon:3653	chr8:41407078:41407079:+	+	176	8.08	8	8	6
chr13	44265908	44265909	Aluexon:1794	chr18:13103872:13103873:+	+	178	7.67	5	4	5
chr13	44265974	44265975	Aluexon:1795	chr18:13103938:13103939:+	+	244	-12.42	5	4	5
chr13	44703952	44703953	Aluexon:1798	chr18:13519747:13519748:-	-	30	-26.97	NA	6	NA
chr13	44920078	44920079	Aluexon:1792	chr18:12021699:12021700:+	-	179	-4.30	NA	NA	5
chr13	45063389	45063390	Aluexon:1796	chr18:11895276:11895277:-	+	129	6.52	6	2	6
chr13	45315967	45315968	Aluexon:6425	chr18:11656677:11656678:-	+	147	-5.74	6	6	3
chr13	50529449	50529450	Aluexon:5055	chr18:6927583:6927584:-	+	24	8.84	7	7	3
chr13	54445688	54445689	Aluexon:5052	chr18:3370103:3370104:-	+	34	10.01	14	14	3
chr13	54454870	54454871	Aluexon:5053	chr18:3365083:3365084:-	+	37	9.63	8	8	5
chr13	55270684	55270685	Aluexon:1782	chr18:2582099:2582100:+	-	46	2.05	7	7	5
chr13	55275740	55275741	Aluexon:1783	chr18:2577320:2577321:+	-	106	-13.00	6	6	6
chr13	55275825	55275826	Aluexon:1781	chr18:2577233:2577234:+	-	19	-0.02	6	6	6
chr13	5720643	5720644	Aluexon:3592	chr8:6262641:6262642:-	-	21	5.31	22	22	6
chr13	57520708	57520709	Aluexon:1789	chr18:671797:671798:+	-	24	2.30	18	18	5
chr13	57885574	57885575	Aluexon:1778	chr18:316963:316964:-	+	287	-7.37	5	5	5
chr13	58481671	58481672	Aluexon:1808	chr18:18896837:18896838:+	+	117	-11.17	13	13	6
chr13	59078518	59078519	Aluexon:5057	chr18:19442963:19442964:+	+	26	3.50	8	8	5
chr13	60562927	60562928	Aluexon:5852	chr18:20778054:20778055:-	-	178	5.45	5	5	5
chr13	60625332	60625333	Aluexon:5058	chr18:20835563:20835564:+	+	42	-5.95	20	20	9
chr13	60667017	60667018	Aluexon:1813	chr18:20877480:20877481:-	-	23	6.38	7	7	6
chr13	61415400	61415401	Aluexon:1809	chr18:21603997:21603998:+	+	16	-1.32	6	6	5
chr13	64223739	64223740	Aluexon:5853	chr18:24220308:24220309:-	-	129	-21.40	6	5	6
chr13	64493872	64493873	Aluexon:1812	chr18:24472833:24472834:+	+	28	4.47	6	3	6
chr13	6681045	6681046	Aluexon:3635	chr8:11722988:11722989:-	+	118	-26.19	6	6	5
chr13	6681746	6681747	Aluexon:3633	chr8:11721972:11721973:-	+	24	7.16	9	4	9
chr13	69483768	69483769	Aluexon:5059	chr18:29516419:29516420:-	-	36	-0.42	7	6	7
chr13	69487089	69487090	Aluexon:1814	chr18:29519707:29519708:-	-	153	-2.97	10	10	9
chr13	72896851	72896852	Aluexon:1817	chr18:32843204:32843205:-	-	32	3.97	9	9	4
chr13	73808269	73808270	Aluexon:1820	chr18:33723082:33723083:+	+	32	3.41	9	9	5
chr1	37652441	37652442	Aluexon:4863	chr13:77574511:77574512:-	+	26	7.20	11	10	11
chr13	79335162	79335163	Aluexon:1824	chr18:39174432:39174433:-	-	153	9.37	8	2	8
chr13	79776957	79776958	Aluexon:1821	chr18:39624498:39624499:+	+	142	-10.65	8	8	7
chr13	79794203	79794204	Aluexon:1822	chr18:39639757:39639758:+	+	23	3.84	9	8	9
chr13	83812631	83812632	Aluexon:1837	chr18:43663400:43663401:-	-	19	3.14	NA	4	NA
chr13	83823767	83823768	Aluexon:1838	chr18:43673328:43673329:-	-	201	4.32	7	6	7
chr13	84285905	84285906	Aluexon:5854	chr18:44113722:44113723:-	-	168	5.41	12	12	8
chr13	84594277	84594278	Aluexon:4082	chr18:44404791:44404792:-	-	193	-14.42	8	8	6
chr13	85916412	85916413	Aluexon:5855	chr18:45614169:45614170:-	-	20	8.46	8	5	8
chr13	87647293	87647294	Aluexon:1827	chr18:47266494:47266495:-	-	49	4.93	6	6	4
chr13	87649400	87649401	Aluexon:1828	chr18:47268410:47268411:-	-	27	-8.42	20	20	5
chr1	38807931	38807932	Aluexon:6546	chr13:76447986:76447987:+	-	36	4.54	16	16	6
chr1	39062825	39062826	Aluexon:4862	chr13:76204641:76204642:-	+	188	3.77	6	6	6
chr1	39066646	39066647	Aluexon:972	chr13:76200905:76200906:+	-	174	6.05	7	7	5
chr13	9132536	9132537	Aluexon:4648	chr8:28982305:28982306:-	+	111	-19.02	11	11	5
chr13	9353919	9353920	Aluexon:3631	chr8:28782196:28782197:+	-	60	-16.78	8	8	5
chr13	9353921	9353922	Aluexon:3630	chr8:28782194:28782195:+	-	58	-10.24	8	8	5
chr13	93586027	93586028	Aluexon:5856	chr18:53263457:53263458:-	-	10	0.84	5	4	5
chr13	94586361	94586362	Aluexon:5064	chr18:54300843:54300844:-	-	27	2.77	6	6	6
chr13	95586256	95586257	Aluexon:1835	chr18:55334472:55334473:+	+	32	1.43	12	6	12
chr13	9598768	9598769	Aluexon:3640	chr8:28543405:28543406:+	-	34	3.01	14	14	3
chr13	96622664	96622665	Aluexon:1832	chr18:56401681:56401682:+	+	19	10.75	5	5	5
chr13	97365989	97365990	Aluexon:1833	chr18:57129684:57129685:+	+	48	-15.24	16	16	11
chr13	9934692	9934693	Aluexon:3627	chr8:28232899:28232900:-	+	32	-4.97	12	12	4
chr1	40210592	40210593	Aluexon:6545	chr13:74993578:74993579:+	-	22	4.08	6	4	6
chr14	10003140	10003141	Aluexon:4382	chr2:105965706:105965707:+	+	20	10.75	7	4	7
chr14	10022869	10022870	Aluexon:4383	chr2:105982292:105982293:-	-	21	3.35	7	7	6
chr14	100465332	100465333	Aluexon:6433	chr2:8348170:8348171:-	+	34	-3.53	7	7	4
chr14	107207765	107207766	Aluexon:2263	chr2:1673524:1673525:-	+	104	-14.88	6	6	5
chr14	1201282	1201283	Aluexon:2366	chr2:97294385:97294386:-	-	29	-0.89	13	13	5
chr14	13039086	13039087	Aluexon:5447	chr2:108915021:108915022:+	+	182	1.75	13	7	13
chr14	13462847	13462848	Aluexon:2385	chr2:109277070:109277071:+	+	186	5.86	6	4	6
chr14	13518499	13518500	Aluexon:5446	chr2:108453902:108453903:+	+	258	-14.98	6	5	6
chr14	14893554	14893555	Aluexon:2367	chr2:98082014:98082015:-	+	27	9.46	8	8	5
chr14	15664223	15664224	Aluexon:5449	chr2:111887707:111887708:+	+	32	0.43	6	6	5
chr14	1616716	1616717	Aluexon:2378	chr2:98287434:98287435:+	+	23	1.77	9	5	9
chr14	1616881	1616882	Aluexon:2372	chr2:98287652:98287653:+	+	241	4.56	9	4	9
chr14	1617021	1617022	Aluexon:2373	chr2:98287792:98287793:+	+	15	7.53	6	6	4
chr14	1698227	1698228	Aluexon:2370	chr2:98370267:98370268:-	-	198	8.17	7	2	7
chr14	17210996	17210997	Aluexon:5450	chr2:113303406:113303407:+	+	183	9.06	11	11	7
chr14	17314647	17314648	Aluexon:5451	chr2:113413963:113413964:+	+	198	-5.22	14	12	7
chr1	41784865	41784866	Aluexon:5322	chr13:73478598:73478599:+	-	31	1.39	9	9	5
chr14	17934037	17934038	Aluexon:2390	chr2:113995785:113995786:+	+	142	-22.53	9	9	6
chr14	17934793	17934794	Aluexon:2391	chr2:113996664:113996665:+	+	17	5.83	8	8	5
chr14	18792970	18792971	Aluexon:5894	chr2:89171937:89171938:-	+	259	-13.96	8	5	8
chr14	19973859	19973860	Aluexon:4378	chr2:86754313:86754314:-	+	67	-11.02	7	7	4
chr14	20906426	20906427	Aluexon:2363	chr2:85872936:85872937:+	-	16	-12.24	5	5	5
chr14	28832931	28832932	Aluexon:6437	chr2:78252550:78252551:-	+	44	3.58	5	5	3
chr14	32343357	32343358	Aluexon:2361	chr2:74724713:74724714:-	+	197	-6.62	5	5	4
chr14	32475358	32475359	Aluexon:2356	chr2:74596697:74596698:-	+	265	3.14	6	6	5
chr14	32652822	32652823	Aluexon:5445	chr2:74428507:74428508:+	-	34	0.54	19	19	12
chr14	33145377	33145378	Aluexon:4376	chr2:73823618:73823619:+	-	22	4.74	21	21	5
chr14	3319594	3319595	Aluexon:2389	chr2:99812819:99812820:+	+	43	-1.19	7	5	7
chr14	3440943	3440944	Aluexon:5897	chr2:99921218:99921219:-	-	19	1.35	5	5	4
chr14	349135	349136	Aluexon:2364	chr2:95956779:95956780:+	+	203	-1.84	6	5	6
chr14	35897889	35897890	Aluexon:2355	chr2:71157326:71157327:-	+	20	9.19	5	5	3
chr14	36828633	36828634	Aluexon:2348	chr2:70277384:70277385:-	+	52	3.16	8	8	5
chr14	36965084	36965085	Aluexon:5442	chr2:70164868:70164869:+	-	122	-17.65	6	6	5
chr14	37473493	37473494	Aluexon:2343	chr2:69657153:69657154:-	+	25	6.65	7	7	5
chr14	38816965	38816966	Aluexon:2345	chr2:68363178:68363179:-	+	192	7.25	15	15	12
chr14	39656210	39656211	Aluexon:6585	chr2:67492127:67492128:+	-	206	0.10	11	11	5
chr14	41445278	41445279	Aluexon:6263	chr2:65696646:65696647:+	-	34	4.71	7	7	6
chr14	41826884	41826885	Aluexon:4375	chr2:65349513:65349514:-	+	189	2.00	8	6	8
chr14	41889725	41889726	Aluexon:4374	chr2:65282757:65282758:-	+	6	-15.38	4	4	4
chr14	43024950	43024951	Aluexon:4101	chr2:64169162:64169163:-	+	21	-2.75	13	13	5
chr14	43083712	43083713	Aluexon:2334	chr2:64121747:64121748:-	+	101	-30.58	22	22	9
chr14	43126945	43126946	Aluexon:2333	chr2:64084682:64084683:+	-	196	8.07	5	5	5
chr14	44452623	44452624	Aluexon:4100	chr2:62942434:62942435:+	-	188	4.96	5	5	5
chr14	45238102	45238103	Aluexon:2350	chr2:62196102:62196103:+	-	22	5.81	6	6	5
chr14	45360768	45360769	Aluexon:5892	chr2:62074131:62074132:-	+	183	2.31	20	20	5
chr14	45673907	45673908	Aluexon:2339	chr2:61761622:61761623:-	+	210	-35.65	6	5	6
chr14	45689429	45689430	Aluexon:4098	chr2:61747546:61747547:-	+	259	-3.41	11	5	11
chr14	45697083	45697084	Aluexon:2338	chr2:61738069:61738070:-	+	24	-6.59	7	7	6
chr14	45728909	45728910	Aluexon:2337	chr2:61709760:61709761:+	-	28	2.20	16	16	5
chr14	45945152	45945153	Aluexon:4373	chr2:61508560:61508561:-	+	187	-8.32	7	5	7
chr14	46168557	46168558	Aluexon:2330	chr2:61313319:61313320:+	-	26	1.52	6	6	6
chr14	46179808	46179809	Aluexon:2329	chr2:61302116:61302117:+	-	17	1.14	14	14	7
chr14	46311656	46311657	Aluexon:5441	chr2:61147516:61147517:+	-	189	-10.68	5	5	5
chr14	48887471	48887472	Aluexon:5589	chr7:5642501:5642502:+	-	180	-12.32	7	7	2
chr14	49246185	49246186	Aluexon:5440	chr2:58253877:58253878:+	-	35	-4.21	7	6	7
chr14	51751930	51751931	Aluexon:4369	chr2:55842951:55842952:-	+	66	-25.63	17	17	5
chr14	51804729	51804730	Aluexon:4370	chr2:55794139:55794140:-	+	27	-0.46	5	4	5
chr14	52119775	52119776	Aluexon:2705	chr2:55493654:55493655:-	+	20	-8.30	10	10	8
chr14	53718402	53718403	Aluexon:4367	chr2:54074398:54074399:+	-	27	-6.08	6	6	5
chr14	53950151	53950152	Aluexon:2322	chr2:53830655:53830656:-	+	5	5.01	7	3	7
chr14	59279758	59279759	Aluexon:2325	chr2:48711010:48711011:+	-	13	7.78	8	8	5
chr14	59965485	59965486	Aluexon:4366	chr2:48038956:48038957:+	-	34	-3.03	5	5	4
chr14	60144457	60144458	Aluexon:6261	chr2:47888110:47888111:+	-	37	-2.49	9	9	3
chr14	60437454	60437455	Aluexon:2312	chr2:47604395:47604396:+	-	27	5.99	6	6	4
chr14	60680690	60680691	Aluexon:2315	chr2:47394688:47394689:-	+	173	-3.09	7	7	5
chr14	60917650	60917651	Aluexon:2320	chr2:47144321:47144322:+	-	19	7.04	9	9	4
chr14	60924957	60924958	Aluexon:2318	chr2:47137985:47137986:-	+	171	2.33	11	11	6
chr14	60924965	60924966	Aluexon:2319	chr2:47137977:47137978:-	+	179	-18.71	11	11	6
chr14	63393894	63393895	Aluexon:2310	chr2:44776692:44776693:+	-	20	10.91	9	9	5
chr14	63639573	63639574	Aluexon:6260	chr2:44545255:44545256:+	-	21	2.33	17	8	17
chr14	64218721	64218722	Aluexon:2309	chr2:44002893:44002894:+	-	79	-23.32	6	4	6
chr14	64332844	64332845	Aluexon:2304	chr2:43906654:43906655:+	-	30	2.64	9	9	5
chr14	64499339	64499340	Aluexon:2311	chr2:43741197:43741198:-	+	30	5.97	6	6	4
chr14	69495812	69495813	Aluexon:2299	chr2:39006398:39006399:+	-	20	3.18	7	6	7
chr14	69604676	69604677	Aluexon:2314	chr2:38907200:38907201:+	-	50	6.49	15	5	15
chr14	70407849	70407850	Aluexon:6756	chr2:38056181:38056182:-	+	204	-13.10	6	4	6
chr14	705898	705899	Aluexon:2369	chr2:96907613:96907614:+	+	174	9.18	7	5	7
chr14	71070117	71070118	Aluexon:2301	chr2:37440578:37440579:+	-	29	3.08	5	5	4
chr14	71112159	71112160	Aluexon:5889	chr2:37410160:37410161:-	+	8	6.41	6	6	6
