chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
chr1	39465539	39465540	AluID:8775	chr1:39465537:39465538	+	22	2.28	7	7	7
chr13	95100475	95100476	AluID:228064	chr13:95100476:95100477	-	21	-3.02	5	2	5
chr13	95238052	95238053	AluID:228077	chr13:95238051:95238052	-	19	2.79	19	19	7
chr13	95676459	95676460	AluID:228089	chr13:95676461:95676462	-	22	2.79	22	22	5
chr13	95678498	95678499	AluID:228090	chr13:95678499:95678500	-	21	-5.70	7	7	4
chr13	95701918	95701919	AluID:228096	chr13:95701917:95701918	-	19	-0.85	7	7	5
chr13	95836153	95836154	AluID:228143	chr13:95836154:95836155	-	21	-13.93	8	8	7
chr13	95862574	95862575	AluID:228151	chr13:95862576:95862577	-	22	-1.17	7	7	6
chr13	95881010	95881011	AluID:228162	chr13:95881011:95881012	-	21	3.10	14	14	5
chr13	95883027	95883028	AluID:228164	chr13:95883028:95883029	-	21	-0.38	5	5	5
chr1	39588895	39588896	AluID:8814	1	+	20	-5.74	24	24	5
chr13	95939218	95939219	AluID:228202	chr13:95939219:95939220	-	21	-4.92	16	16	5
chr13	95939831	95939832	AluID:228204	chr13:95939832:95939833	-	21	-5.22	13	13	5
chr13	95947221	95947222	AluID:228217	chr13:95947219:95947220	-	18	0.72	6	6	6
chr1	39605640	39605641	AluID:8829	chr1:39605638:39605639	+	22	-7.65	15	15	6
chr1	39615721	39615722	AluID:8834	chr1:39615722:39615723	+	19	-6.98	12	12	7
chr13	96269458	96269459	AluID:228295	chr13:96269459:96269460	-	21	3.65	10	10	5
chr13	96352409	96352410	AluID:228311	chr13:96352407:96352408	+	22	-3.37	6	4	6
chr13	96575107	96575108	AluID:228350	chr13:96575108:96575109	-	21	0.24	7	7	7
chr13	96658882	96658883	AluID:228359	chr13:96658884:96658885	-	22	-5.74	25	25	5
chr13	96670779	96670780	AluID:228362	chr13:96670778:96670779	-	19	-0.36	7	7	6
chr1	39677140	39677141	AluID:8869	chr1:39677139:39677140	+	21	-5.91	4	3	4
chr13	96785413	96785414	AluID:228371	chr13:96785414:96785415	+	19	-13.42	8	6	8
chr13	96894047	96894048	AluID:228389	chr13:96894049:96894050	+	18	-4.46	17	17	6
chr1	39712599	39712600	AluID:8899	1	+	20	3.06	22	14	22
chr13	97193299	97193300	AluID:228428	chr13:97193301:97193302	+	18	-2.05	6	5	6
chr13	97900422	97900423	AluID:228459	chr13:97900420:97900421	+	22	-10.30	5	4	5
chr13	97923380	97923381	AluID:228466	chr13:97923382:97923383	+	18	-5.87	13	13	5
chr1	39863831	39863832	AluID:8975	1	+	20	2.11	19	19	6
chr13	98654274	98654275	AluID:228507	chr13:98654275:98654276	+	19	2.26	10	10	6
chr13	99016012	99016013	AluID:228605	chr13:99016010:99016011	+	22	-7.27	6	6	5
chr13	99114532	99114533	AluID:228619	chr13:99114531:99114532	-	19	-1.13	3	2	3
chr13	99121789	99121790	AluID:228621	chr13:99121787:99121788	-	18	-8.39	10	10	5
chr13	99199794	99199795	AluID:228633	chr13:99199792:99199793	-	18	-1.57	5	4	5
chr13	99577429	99577430	AluID:228690	chr13:99577428:99577429	-	19	-1.73	5	5	5
chr1	39966344	39966345	AluID:8997	chr1:39966343:39966344	+	21	2.15	6	5	6
chr13	99684730	99684731	AluID:228708	-1	-	20	-3.21	15	15	10
chr13	99961872	99961873	AluID:228751	1	+	20	-0.09	7	7	7
chr1	40033931	40033932	AluID:9008	chr1:40033932:40033933	-	21	-5.79	16	16	6
chr1	40512464	40512465	AluID:9097	chr1:40512465:40512466	+	19	3.97	17	17	5
chr1	40542129	40542130	AluID:9116	chr1:40542128:40542129	-	19	-3.50	9	9	5
chr1	40669728	40669729	AluID:9145	chr1:40669726:40669727	+	22	9.23	18	18	7
chr1	40736748	40736749	AluID:9173	1	+	20	-4.20	4	4	4
chr1	40749621	40749622	AluID:9177	chr1:40749623:40749624	+	18	-5.09	22	17	22
chr1	40948910	40948911	AluID:9231	1	+	20	-6.49	20	20	3
chr14	100162003	100162004	AluID:239728	chr14:100162002:100162003	+	21	-10.31	5	4	5
chr14	100442385	100442386	AluID:239795	1	+	20	0.74	6	6	4
chr14	100577505	100577506	AluID:239833	1	+	20	-5.74	25	25	5
chr14	100624730	100624731	AluID:239838	chr14:100624728:100624729	-	18	-8.97	8	5	8
chr14	100838629	100838630	AluID:239898	chr14:100838631:100838632	-	22	-33.76	7	7	4
chr14	100846396	100846397	AluID:239903	chr14:100846398:100846399	+	18	-4.58	6	6	5
chr14	102434930	102434931	AluID:239984	chr14:102434929:102434930	+	21	-24.66	10	10	6
chr14	102466930	102466931	AluID:240005	1	+	20	3.97	18	18	5
chr14	102488001	102488002	AluID:240014	chr14:102488003:102488004	+	18	-5.50	20	20	5
chr14	102581464	102581465	AluID:240035	chr14:102581465:102581466	-	21	0.65	13	13	5
chr14	102645824	102645825	AluID:240086	chr14:102645822:102645823	+	22	-3.42	6	2	6
chr14	102725399	102725400	AluID:240105	-1	-	20	2.76	15	15	6
chr14	102882466	102882467	AluID:240223	1	+	20	-3.61	6	6	5
chr14	102922946	102922947	AluID:240247	chr14:102922947:102922948	+	19	2.30	17	17	6
chr14	102951021	102951022	AluID:240274	chr14:102951023:102951024	+	18	-16.69	6	6	5
chr14	103077423	103077424	AluID:240313	chr14:103077421:103077422	+	22	1.22	7	7	6
chr14	103248449	103248450	AluID:240413	chr14:103248450:103248451	+	19	-6.13	8	6	8
chr14	103258470	103258471	AluID:240420	1	+	20	-5.74	27	27	6
chr14	103402100	103402101	AluID:240483	chr14:103402102:103402103	-	22	2.79	20	20	5
chr14	103417313	103417314	AluID:240485	chr14:103417312:103417313	-	19	2.06	7	7	5
chr14	103519691	103519692	AluID:240555	chr14:103519690:103519691	-	19	-5.45	10	10	5
chr14	103931069	103931070	AluID:240611	chr14:103931067:103931068	+	22	-10.80	6	4	6
chr14	104112669	104112670	AluID:240696	chr14:104112668:104112669	+	21	-13.24	6	4	6
chr14	104121957	104121958	AluID:240708	chr14:104121959:104121960	+	18	-8.28	7	7	6
chr14	104227616	104227617	AluID:240747	chr14:104227618:104227619	-	22	-5.74	25	25	5
chr14	104245654	104245655	AluID:240752	chr14:104245653:104245654	-	19	-0.61	8	8	4
chr14	104256587	104256588	AluID:240765	chr14:104256586:104256587	-	19	-6.42	15	15	7
chr14	104263427	104263428	AluID:240773	chr14:104263429:104263430	-	22	2.52	16	16	14
chr14	104293347	104293348	AluID:240801	chr14:104293349:104293350	-	22	1.59	11	11	10
chr14	104421287	104421288	AluID:240854	1	+	20	9.32	10	10	6
chr14	104978203	104978204	AluID:240903	chr14:104978202:104978203	-	19	-4.08	18	18	5
chr14	105456701	105456702	AluID:240928	chr14:105456702:105456703	+	19	-17.35	6	2	6
chr14	105754796	105754797	AluID:240983	chr14:105754797:105754798	-	21	-7.60	7	7	5
chr14	105895068	105895069	AluID:241069	chr14:105895070:105895071	+	18	-6.13	12	12	5
chr14	105921901	105921902	AluID:241084	chr14:105921899:105921900	+	22	-1.90	4	4	3
chr1	41121686	41121687	AluID:9261	-1	-	20	-1.02	6	6	5
chr1	41123570	41123571	AluID:9265	chr1:41123572:41123573	-	22	-8.56	24	7	24
chr1	41465908	41465909	AluID:9325	chr1:41465907:41465908	+	21	0.59	16	4	16
chr14	19996795	19996796	AluID:229773	-1	-	20	-3.64	12	12	5
chr1	42070777	42070778	AluID:9373	chr1:42070779:42070780	-	22	1.40	15	15	6
chr14	20902696	20902697	AluID:229844	chr14:20902695:20902696	-	19	0.32	15	15	7
chr14	21534230	21534231	AluID:229880	chr14:21534229:21534230	-	19	3.89	5	2	5
chr14	21716147	21716148	AluID:229910	chr14:21716145:21716146	-	18	5.47	17	10	17
chr14	21760235	21760236	AluID:229936	chr14:21760236:21760237	+	19	6.11	11	6	11
chr14	21805616	21805617	AluID:229972	chr14:21805617:21805618	+	19	2.79	17	17	5
chr14	21814002	21814003	AluID:229979	1	+	20	3.09	8	8	5
chr14	21910322	21910323	AluID:230021	chr14:21910324:21910325	-	22	-21.70	5	3	5
chr1	42311733	42311734	AluID:9397	chr1:42311735:42311736	-	22	-0.15	5	5	5
chr14	23309737	23309738	AluID:230148	chr14:23309739:23309740	+	18	3.19	14	14	6
chr14	23342752	23342753	AluID:230149	1	+	20	3.78	15	15	6
chr14	23379897	23379898	AluID:230156	chr14:23379899:23379900	-	22	-21.62	25	6	25
chr14	23471354	23471355	AluID:230192	chr14:23471352:23471353	-	18	3.87	16	16	5
chr14	23646149	23646150	AluID:230241	chr14:23646151:23646152	-	22	2.79	22	22	5
chr14	23657687	23657688	AluID:230247	chr14:23657689:23657690	+	18	10.38	17	17	5
chr14	23688706	23688707	AluID:230256	1	+	20	3.06	14	14	5
chr14	23967369	23967370	AluID:230312	chr14:23967368:23967369	+	21	3.44	21	21	5
chr14	24104295	24104296	AluID:230329	1	+	20	4.00	11	11	5
chr14	24455240	24455241	AluID:230338	chr14:24455238:24455239	+	22	-8.87	7	7	4
chr14	24666953	24666954	AluID:230382	chr14:24666955:24666956	-	22	-19.78	8	7	8
chr14	25366626	25366627	AluID:230417	chr14:25366624:25366625	-	18	-4.61	18	18	5
chr14	25459862	25459863	AluID:230433	chr14:25459864:25459865	-	22	4.74	20	20	5
chr1	42848547	42848548	AluID:9455	chr1:42848545:42848546	+	22	2.34	10	8	10
chr14	30371459	30371460	AluID:230497	chr14:30371458:30371459	-	19	-6.69	13	13	4
chr14	30477465	30477466	AluID:230512	chr14:30477467:30477468	-	22	-5.74	27	27	6
chr14	31116950	31116951	AluID:230541	chr14:31116949:31116950	+	21	6.14	5	2	5
chr14	31397140	31397141	AluID:230571	-1	-	20	-5.74	25	25	6
chr14	31446418	31446419	AluID:230603	chr14:31446419:31446420	-	21	-16.57	7	7	6
chr14	31462453	31462454	AluID:230618	chr14:31462455:31462456	-	22	3.28	16	16	6
chr14	31622569	31622570	AluID:230748	-1	-	20	-4.79	15	15	6
chr14	31646141	31646142	AluID:230772	chr14:31646143:31646144	-	22	2.79	22	22	6
chr14	31649369	31649370	AluID:230776	chr14:31649367:31649368	-	18	-6.79	12	12	5
chr14	31653928	31653929	AluID:230782	chr14:31653930:31653931	-	22	-11.50	9	6	9
chr14	31799988	31799989	AluID:230821	chr14:31799986:31799987	-	18	-16.03	7	7	6
chr14	31838821	31838822	AluID:230842	-1	-	20	-5.74	28	28	5
chr14	31924755	31924756	AluID:230885	chr14:31924754:31924755	-	19	2.79	19	19	5
chr14	32001141	32001142	AluID:230901	chr14:32001142:32001143	+	19	-11.28	6	6	5
chr14	32230413	32230414	AluID:230965	1	+	20	-22.21	9	9	6
chr1	43249125	43249126	AluID:9562	chr1:43249127:43249128	+	18	3.31	16	16	10
chr14	32824987	32824988	AluID:231003	chr14:32824988:32824989	+	19	-5.26	11	11	7
chr14	32866590	32866591	AluID:231008	chr14:32866592:32866593	+	18	-5.39	18	18	5
chr14	32922810	32922811	AluID:231020	1	+	20	-5.74	39	39	7
chr14	33022374	33022375	AluID:231042	chr14:33022376:33022377	+	18	-4.58	13	13	8
chr14	33543642	33543643	AluID:231087	1	+	20	3.81	7	7	5
chr1	43416631	43416632	AluID:9587	chr1:43416633:43416634	-	22	-14.77	8	8	5
chr14	34436335	34436336	AluID:231149	chr14:34436336:34436337	-	21	-4.26	16	16	5
chr14	34807712	34807713	AluID:231215	-1	-	20	3.57	6	3	6
chr14	34995226	34995227	AluID:231282	chr14:34995228:34995229	-	22	-5.51	8	8	7
chr14	35001289	35001290	AluID:231296	chr14:35001290:35001291	-	21	-4.39	15	15	6
chr14	35049026	35049027	AluID:231316	chr14:35049024:35049025	-	18	7.10	14	14	5
chr14	35056745	35056746	AluID:231325	-1	-	20	-5.74	28	28	5
chr14	35086818	35086819	AluID:231360	-1	-	20	-5.74	26	26	6
chr14	35090149	35090150	AluID:231364	chr14:35090148:35090149	-	19	-6.83	10	10	5
chr14	35301315	35301316	AluID:231420	chr14:35301317:35301318	-	22	-2.68	6	4	6
chr14	35578017	35578018	AluID:231548	1	+	20	-15.23	12	3	12
chr14	35671859	35671860	AluID:231606	chr14:35671858:35671859	+	21	-2.89	7	7	7
chr14	35687747	35687748	AluID:231613	chr14:35687745:35687746	+	22	2.39	22	22	5
chr14	35692683	35692684	AluID:231614	chr14:35692682:35692683	+	21	2.79	21	21	6
chr14	35725551	35725552	AluID:231627	chr14:35725552:35725553	+	19	-5.74	23	23	5
chr14	36183297	36183298	AluID:231711	chr14:36183296:36183297	-	19	10.62	18	18	6
chr14	36325848	36325849	AluID:231787	chr14:36325846:36325847	+	22	-21.53	7	7	6
chr1	43678614	43678615	AluID:9616	chr1:43678615:43678616	-	21	-4.39	15	15	5
chr14	37275390	37275391	AluID:231841	chr14:37275388:37275389	-	18	-8.04	6	1	6
chr14	37674327	37674328	AluID:231904	1	+	20	3.45	11	11	6
chr14	37690002	37690003	AluID:231910	chr14:37690000:37690001	+	22	4.59	13	3	13
chr14	37797234	37797235	AluID:231948	chr14:37797233:37797234	+	21	1.96	9	9	7
chr14	37805985	37805986	AluID:231949	chr14:37805983:37805984	+	22	0.76	7	7	6
chr14	37810830	37810831	AluID:231953	1	+	20	5.91	8	8	5
chr14	37877064	37877065	AluID:231968	1	+	20	-5.93	21	21	6
chr14	37919011	37919012	AluID:231977	chr14:37919010:37919011	+	21	-2.18	7	7	5
chr14	38196518	38196519	AluID:232012	chr14:38196516:38196517	+	22	-4.76	23	23	6
chr14	39700666	39700667	AluID:232135	chr14:39700664:39700665	+	22	-3.07	6	4	6
chr14	39756297	39756298	AluID:232168	chr14:39756298:39756299	+	19	1.21	8	6	8
chr14	39776614	39776615	AluID:232181	1	+	20	-5.74	28	28	5
chr1	44186988	44186989	AluID:9720	chr1:44186986:44186987	+	22	-4.90	23	23	4
chr1	44383376	44383377	AluID:9787	chr1:44383375:44383376	+	21	-13.24	6	4	6
chr14	45436157	45436158	AluID:232253	-1	-	20	2.22	7	5	7
chr14	45438380	45438381	AluID:232255	chr14:45438381:45438382	+	19	-4.87	13	13	6
chr14	45496220	45496221	AluID:232296	-1	-	20	-1.26	14	6	14
chr14	45580854	45580855	AluID:232342	1	+	20	-5.74	27	27	5
chr14	45704793	45704794	AluID:232389	chr14:45704795:45704796	-	22	-4.75	17	17	5
chr1	44738536	44738537	AluID:9824	chr1:44738535:44738536	-	19	0.32	6	6	5
chr14	50077304	50077305	AluID:232508	chr14:50077306:50077307	+	18	2.39	6	6	5
chr14	50131069	50131070	AluID:232523	chr14:50131071:50131072	-	22	-4.96	14	14	6
chr14	50163674	50163675	AluID:232540	chr14:50163672:50163673	+	22	7.82	16	16	7
chr14	50174806	50174807	AluID:232549	chr14:50174808:50174809	+	18	2.69	18	18	8
chr14	50186728	50186729	AluID:232565	chr14:50186726:50186727	+	22	3.28	16	16	5
chr14	50187021	50187022	AluID:232566	chr14:50187023:50187024	+	18	-3.34	10	6	10
chr14	50254991	50254992	AluID:232583	chr14:50254993:50254994	-	22	3.84	20	20	5
chr1	45026253	45026254	AluID:9877	1	+	20	2.25	5	5	5
chr14	50289242	50289243	AluID:232606	chr14:50289244:50289245	-	22	-8.35	12	9	12
chr14	50665851	50665852	AluID:232684	chr14:50665852:50665853	-	21	-13.30	6	3	6
chr14	50681310	50681311	AluID:232699	chr14:50681312:50681313	-	22	1.76	11	3	11
chr1	45073615	45073616	AluID:9885	chr1:45073617:45073618	+	18	8.26	16	16	7
chr14	50738849	50738850	AluID:232738	chr14:50738847:50738848	-	18	2.16	6	6	5
chr14	50756995	50756996	AluID:232748	chr14:50756993:50756994	-	18	2.23	9	9	8
chr14	50771543	50771544	AluID:232764	chr14:50771541:50771542	-	18	-18.28	10	10	6
chr14	50911286	50911287	AluID:232807	chr14:50911288:50911289	-	22	-15.05	10	10	4
chr14	50987211	50987212	AluID:229755	chr14:50987210:50987211	-	19	2.87	7	7	6
chr14	51032722	51032723	AluID:232842	chr14:51032721:51032722	+	21	1.83	5	5	5
chr14	51277239	51277240	AluID:232888	chr14:51277240:51277241	-	21	2.06	6	6	6
chr14	51353168	51353169	AluID:232906	chr14:51353166:51353167	-	18	-4.53	18	18	5
chr1	45160188	45160189	AluID:9909	chr1:45160189:45160190	+	19	-4.65	18	18	5
chr14	52991826	52991827	AluID:233035	chr14:52991824:52991825	-	18	-4.65	9	9	6
chr14	53206369	53206370	AluID:233107	chr14:53206367:53206368	+	22	-5.74	23	23	6
chr14	53219607	53219608	AluID:233113	chr14:53219606:53219607	+	21	-7.25	22	16	22
chr1	45333686	45333687	AluID:9964	chr1:45333688:45333689	-	22	-5.42	23	4	23
chr1	45391896	45391897	AluID:9986	chr1:45391894:45391895	-	18	-3.60	6	6	5
chr1	45438722	45438723	AluID:10023	chr1:45438721:45438722	-	19	4.05	6	5	6
chr1	45519433	45519434	AluID:10052	chr1:45519434:45519435	-	21	3.12	21	21	6
chr14	55435732	55435733	AluID:233298	chr14:55435730:55435731	-	18	-2.87	5	2	5
chr14	55615398	55615399	AluID:233356	chr14:55615397:55615398	-	19	-5.34	5	5	5
chr14	55622807	55622808	AluID:233361	chr14:55622809:55622810	-	22	1.71	12	12	7
chr14	55647818	55647819	AluID:233380	-1	-	20	-15.37	6	3	6
chr14	55757559	55757560	AluID:233398	chr14:55757557:55757558	+	22	-1.66	10	5	10
chr14	55786420	55786421	AluID:233411	chr14:55786422:55786423	+	18	-14.49	7	7	6
chr14	55814963	55814964	AluID:233423	chr14:55814961:55814962	+	22	1.49	8	7	8
chr14	56066200	56066201	AluID:233473	chr14:56066201:56066202	+	19	2.84	10	10	6
chr14	56641729	56641730	AluID:233497	chr14:56641730:56641731	+	19	-4.78	6	6	6
chr14	57192741	57192742	AluID:233545	-1	-	20	-5.74	29	29	5
chr1	45744669	45744670	AluID:10125	-1	-	20	-11.09	5	5	5
chr1	45747570	45747571	AluID:10129	chr1:45747568:45747569	-	18	1.76	6	6	5
chr1	45749259	45749260	AluID:10130	chr1:45749258:45749259	-	19	1.56	12	12	5
chr14	57681953	57681954	AluID:233551	chr14:57681952:57681953	-	19	-5.53	12	12	7
chr14	57721147	57721148	AluID:233557	-1	-	20	8.74	14	14	5
chr14	58066516	58066517	AluID:233580	-1	-	20	7.56	17	17	5
chr1	45855072	45855073	AluID:10175	-1	-	20	-28.19	5	5	2
chr14	58601673	58601674	AluID:233626	-1	-	20	2.79	20	20	5
chr14	58674050	58674051	AluID:233667	chr14:58674051:58674052	+	19	-1.38	6	6	5
chr14	58723150	58723151	AluID:233721	chr14:58723149:58723150	+	21	2.62	16	16	5
chr14	58763246	58763247	AluID:233749	-1	-	20	-5.74	27	27	6
chr14	58786269	58786270	AluID:233757	1	+	20	-5.74	39	39	5
chr14	58990486	58990487	AluID:233847	chr14:58990485:58990486	+	21	-4.42	6	2	6
chr1	45938818	45938819	AluID:10236	chr1:45938817:45938818	-	19	3.97	21	17	21
chr14	59896278	59896279	AluID:233869	chr14:59896280:59896281	-	22	2.79	22	22	7
chr14	60000705	60000706	AluID:233891	chr14:60000707:60000708	-	22	-5.58	19	19	7
chr14	60013562	60013563	AluID:233895	chr14:60013564:60013565	-	22	-1.58	6	6	4
chr1	46017901	46017902	AluID:10280	chr1:46017900:46017901	+	21	0.29	5	4	5
chr14	60214321	60214322	AluID:233920	chr14:60214319:60214320	-	18	4.01	8	8	5
chr14	60232937	60232938	AluID:233921	chr14:60232936:60232937	-	19	-12.24	12	12	6
chr1	46051354	46051355	AluID:10297	chr1:46051355:46051356	+	19	10.93	6	5	6
chr1	46057682	46057683	AluID:10309	1	+	20	-7.43	6	6	5
chr14	60613945	60613946	AluID:233948	chr14:60613943:60613944	-	18	3.68	8	8	5
chr14	60620419	60620420	AluID:233950	chr14:60620417:60620418	-	18	-2.54	6	4	6
chr1	46071158	46071159	AluID:10321	chr1:46071160:46071161	+	18	-5.94	12	12	6
chr1	46071467	46071468	AluID:10322	chr1:46071466:46071467	+	21	7.93	19	19	5
chr1	46123206	46123207	AluID:10345	-1	-	20	0.51	7	7	6
chr14	61429714	61429715	AluID:234050	chr14:61429715:61429716	+	19	-6.14	8	8	5
chr14	61456755	61456756	AluID:234054	1	+	20	-5.27	10	10	5
chr1	46149941	46149942	AluID:10368	chr1:46149939:46149940	-	18	-4.18	19	19	6
chr14	61739081	61739082	AluID:234081	chr14:61739079:61739080	+	22	-5.74	27	27	5
chr1	46175103	46175104	AluID:10379	chr1:46175105:46175106	-	22	2.60	17	17	6
chr1	46175899	46175900	AluID:10381	-1	-	20	-5.66	17	17	7
chr14	61830813	61830814	AluID:234108	1	+	20	-7.31	4	4	4
chr14	61844943	61844944	AluID:234112	chr14:61844945:61844946	+	18	-3.61	13	13	8
chr14	62050708	62050709	AluID:234153	1	+	20	-5.74	28	28	5
chr1	46214640	46214641	AluID:10417	chr1:46214641:46214642	-	21	2.85	12	12	6
chr14	62234528	62234529	AluID:234183	chr14:62234530:62234531	+	18	-16.57	7	7	6
chr14	62241987	62241988	AluID:234194	chr14:62241985:62241986	+	22	-4.48	12	12	5
chr14	62485036	62485037	AluID:234209	1	+	20	-5.74	28	28	6
chr1	46295552	46295553	AluID:10461	chr1:46295553:46295554	+	19	-4.48	11	11	7
chr1	46306835	46306836	AluID:10471	chr1:46306834:46306835	+	21	3.34	7	2	7
chr14	63221615	63221616	AluID:234224	-1	-	20	-0.11	9	5	9
chr14	63555089	63555090	AluID:234268	chr14:63555087:63555088	-	18	-17.14	10	10	5
chr1	46389568	46389569	AluID:10513	chr1:46389570:46389571	+	18	-3.21	8	8	5
chr14	64075833	64075834	AluID:234368	chr14:64075834:64075835	-	21	-8.47	11	11	6
chr14	64431698	64431699	AluID:234499	chr14:64431696:64431697	+	22	2.26	18	18	5
chr14	64437851	64437852	AluID:234506	chr14:64437850:64437851	+	21	1.29	13	13	7
chr14	64615009	64615010	AluID:234584	chr14:64615011:64615012	-	22	-4.78	6	3	6
chr14	64729620	64729621	AluID:234640	chr14:64729618:64729619	-	18	-17.15	5	4	5
chr14	64780255	64780256	AluID:234667	chr14:64780257:64780258	-	22	-4.86	15	15	6
chr1	46478536	46478537	AluID:10550	chr1:46478535:46478536	+	21	-5.25	4	3	4
chr14	64888349	64888350	AluID:234716	1	+	20	-7.57	14	14	8
chr14	64902838	64902839	AluID:234732	chr14:64902839:64902840	+	19	-16.37	11	11	6
chr14	64958164	64958165	AluID:234762	chr14:64958165:64958166	-	21	-18.30	6	5	6
chr14	64987594	64987595	AluID:234778	chr14:64987595:64987596	+	19	-5.23	13	13	6
chr14	65037849	65037850	AluID:234792	chr14:65037848:65037849	+	21	-1.38	6	3	6
chr14	65050638	65050639	AluID:234799	1	+	20	4.74	18	18	5
chr14	65275979	65275980	AluID:234817	chr14:65275980:65275981	-	21	3.80	21	21	6
chr14	65480301	65480302	AluID:234866	chr14:65480300:65480301	+	21	-13.57	5	3	5
chr14	65487016	65487017	AluID:234875	chr14:65487017:65487018	+	19	-4.22	10	5	10
chr14	65492530	65492531	AluID:234883	chr14:65492529:65492530	-	19	-4.57	6	5	6
chr14	65512169	65512170	AluID:234902	chr14:65512171:65512172	+	18	-11.30	5	1	5
chr1	46571172	46571173	AluID:10584	chr1:46571173:46571174	-	21	0.58	6	6	5
chr14	65893596	65893597	AluID:234935	1	+	20	3.68	9	9	5
chr14	65907082	65907083	AluID:234941	chr14:65907083:65907084	+	19	0.61	14	14	4
chr1	46615092	46615093	AluID:10611	chr1:46615094:46615095	-	22	2.79	22	22	5
chr1	46627416	46627417	AluID:10617	chr1:46627414:46627415	-	18	2.91	6	5	6
chr1	46680536	46680537	AluID:10648	chr1:46680538:46680539	-	22	4.74	20	20	5
chr14	67097777	67097778	AluID:235044	chr14:67097776:67097777	+	21	-0.67	9	9	5
chr14	67199265	67199266	AluID:235059	chr14:67199267:67199268	+	18	-12.56	6	5	6
chr1	46721184	46721185	AluID:10660	1	+	20	-5.74	24	24	6
chr14	67295822	67295823	AluID:235073	chr14:67295820:67295821	+	22	-4.76	23	23	5
chr14	67404122	67404123	AluID:235083	chr14:67404121:67404122	+	21	-5.36	15	15	5
chr14	67423918	67423919	AluID:235090	chr14:67423920:67423921	+	18	-5.51	26	26	5
chr14	67565845	67565846	AluID:235103	chr14:67565847:67565848	+	18	3.87	16	16	5
chr14	67670455	67670456	AluID:235128	chr14:67670457:67670458	+	18	-17.65	5	5	5
chr1	46773035	46773036	AluID:10696	chr1:46773036:46773037	+	19	0.14	7	7	6
chr14	67744773	67744774	AluID:235154	chr14:67744772:67744773	+	21	4.64	16	16	5
chr14	67747621	67747622	AluID:235155	chr14:67747623:67747624	+	18	-4.09	11	11	5
chr14	67767608	67767609	AluID:235170	chr14:67767610:67767611	+	18	-15.30	5	3	5
chr14	67770523	67770524	AluID:235171	1	+	20	-3.88	9	9	5
chr14	67782005	67782006	AluID:235180	1	+	20	-5.74	26	26	5
chr14	67811608	67811609	AluID:235198	chr14:67811606:67811607	-	18	-0.49	8	8	6
chr1	46825070	46825071	AluID:10715	chr1:46825071:46825072	+	19	7.39	17	10	17
chr14	68373538	68373539	AluID:235396	chr14:68373540:68373541	+	18	-4.40	7	7	5
chr14	68393289	68393290	AluID:235407	chr14:68393290:68393291	+	19	-5.41	24	24	5
chr14	68450666	68450667	AluID:235420	chr14:68450664:68450665	+	22	-4.31	12	12	3
chr1	46864229	46864230	AluID:10722	chr1:46864228:46864229	+	21	2.51	12	12	5
chr14	68951083	68951084	AluID:235487	chr14:68951082:68951083	+	21	-4.43	16	16	6
chr14	68954244	68954245	AluID:235488	1	+	20	3.32	11	11	5
chr14	69350494	69350495	AluID:235520	chr14:69350496:69350497	-	22	-6.13	7	7	6
chr14	69411887	69411888	AluID:235538	chr14:69411889:69411890	-	22	-4.39	14	14	5
chr14	69573771	69573772	AluID:235561	chr14:69573770:69573771	-	19	-4.94	7	6	7
chr14	69802857	69802858	AluID:235622	chr14:69802856:69802857	+	21	-19.14	8	8	5
chr14	69861322	69861323	AluID:235634	-1	-	20	1.85	6	4	6
chr14	70093427	70093428	AluID:235684	chr14:70093425:70093426	+	22	-16.17	10	8	10
chr14	70143109	70143110	AluID:235701	1	+	20	-4.70	13	13	7
chr14	70254723	70254724	AluID:229743	-1	-	20	-2.85	9	9	5
chr14	70381639	70381640	AluID:235745	chr14:70381638:70381639	+	21	-15.40	6	2	6
chr14	70611343	70611344	AluID:235764	chr14:70611344:70611345	-	21	13.69	13	13	5
chr14	71418124	71418125	AluID:235836	chr14:71418123:71418124	+	21	-14.70	6	4	6
chr1	47148651	47148652	AluID:10759	chr1:47148650:47148651	-	19	-18.69	9	9	6
chr14	71831799	71831800	AluID:235887	chr14:71831798:71831799	+	21	-9.12	11	11	7
chr14	71855680	71855681	AluID:235897	chr14:71855681:71855682	+	19	6.35	5	5	3
chr14	71866152	71866153	AluID:235901	chr14:71866154:71866155	+	18	-13.45	5	5	4
chr14	71987478	71987479	AluID:235947	1	+	20	-1.09	7	5	7
chr14	72535234	72535235	AluID:236029	chr14:72535235:72535236	+	19	2.30	17	17	5
chr14	73289089	73289090	AluID:236134	chr14:73289088:73289089	-	19	2.75	7	7	7
chr14	73309730	73309731	AluID:236145	chr14:73309732:73309733	-	22	-8.51	7	7	6
chr14	73321073	73321074	AluID:236148	-1	-	20	2.07	9	9	5
chr14	73333541	73333542	AluID:236151	-1	-	20	-2.83	6	3	6
chr14	73353076	73353077	AluID:236162	chr14:73353077:73353078	-	21	12.22	7	7	5
chr14	73552172	73552173	AluID:236266	chr14:73552173:73552174	+	19	-5.62	7	5	7
chr14	73611612	73611613	AluID:236304	chr14:73611614:73611615	+	18	-0.71	6	6	5
chr14	73626550	73626551	AluID:236317	chr14:73626551:73626552	+	19	-0.51	8	8	7
